radius_m,method,coverage,MAE,RMSE,Median_AE,evaluated_values
300,idw1,0.9298376514781177,17.236376221447127,21.995570160228237,14.119645831737774,252980
300,gaussian150,0.9298376514781177,17.345272833843946,22.105752713712985,14.31779466436209,252980
300,equal,0.9298376514781177,17.5218057212997,22.373980739362086,14.431299382886841,252980
300,idw2,0.9298376514781177,17.53618489132703,22.48954734532471,14.027337034324844,252980
300,nearest,0.9298376514781177,18.732858374353317,24.36993553227081,14.4892459703578,252980
